id,tipo_zona,frente_lote,calle,forma_lote,nombre_zona,tipo_edificio,estilo,calidad_gral,condicion_gral,año_construccion,calidad_exteriores,material_exteriores,condicion_exteriores,calidad_sotano,condicion_sotano,tipo_sotano,calefaccion,calidad_calefaccion,aire_acondicionado,baños_completos,baños_medios,recamaras_sup,calidad_cocina,cuartos_sup,tipo_garage,terminado_garage,num_coches,calidad_garage,condicion_garage,año_venta,mes_venta,tipo_venta,condicion_venta,lat,long,area_sotano_m2,area_1er_piso_m2,area_2o_piso_m2,area_hab_m2,area_garage_m2,area_lote_m2,precio_miles,valor_misc_miles,precio_m2_miles
81,RL,100,Pave,Reg,NAmes,1Fam,2Story,6,6,1968,TA,VinylSd,Gd,Gd,TA,Rec,GasA,TA,Y,2,1,4,Gd,8,Attchd,Fin,1,TA,TA,2009,6,WD,Normal,42.042966,-93.613556,83.241088,109.811346,89.18688,198.998226,47.287627,1207.739,193.5,0,0.9723704773126973
82,RM,32,Pave,Reg,Mitchel,TwnhsE,1Story,6,5,1998,TA,VinylSd,Gd,Ex,Gd,GLQ,GasA,Ex,Y,2,0,2,TA,5,Attchd,Fin,2,TA,TA,2006,3,WD,Normal,42.031307,-93.626967,114.921011,124.211311,0,124.211311,37.625715,418.0635,153.5,0,1.2357972777535535
83,RL,78,Pave,Reg,Somerst,1Fam,1Story,8,5,2007,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,3,TA,TA,2008,10,WD,Normal,42.052191,-93.643479,145.207389,145.207389,0,145.207389,70.420474,948.168018,245,0,1.6872419625973716
84,RL,80,Pave,IR1,NAmes,1Fam,1Story,5,5,1960,TA,MetalSd,TA,TA,TA,Unf,GasA,Gd,Y,1,1,3,TA,6,Detchd,Unf,2,TA,TA,2007,7,COD,Normal,42.042966,-93.613556,98.941695,98.941695,0,98.941695,42.828283,826.093476,126.5,0,1.2785307549057048
85,RL,NA,Pave,IR1,Gilbert,1Fam,SLvl,7,5,1995,TA,HdBoard,TA,Gd,TA,Unf,GasA,Gd,Y,2,1,3,TA,7,BuiltIn,Fin,2,TA,TA,2009,5,WD,Normal,42.027885,-93.615692,35.674752,74.694012,62.24501,136.939022,37.1612,792.46259,168.5,0.7,1.2304746852945978
86,RL,121,Pave,Reg,NoRidge,1Fam,2Story,8,5,1991,Gd,HdBoard,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,4,Gd,9,Attchd,Unf,2,TA,TA,2006,4,WD,Normal,42.050307,-93.656045,119.659064,120.866803,103.679748,224.546551,42.921186,1491.929277,260,0,1.1578890828744015
87,RL,122,Pave,IR2,Gilbert,1Fam,2Story,6,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,6,BuiltIn,Fin,2,TA,TA,2009,3,WD,Normal,42.027885,-93.615692,63.545652,63.545652,81.383028,144.92867999999999,37.1612,1106.567633,174,0,1.2005905249395772
88,FV,40,Pave,Reg,Somerst,TwnhsE,2Story,6,5,2009,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,2,Gd,4,Detchd,RFn,2,TA,TA,2009,6,New,Partial,42.052191,-93.643479,56.856636,56.856636,56.856636,113.713272,49.052784,367.059753,164.5,0,1.4466209362087479
89,C (all),105,Pave,IR1,IDOTRR,1Fam,1.5Fin,3,2,1915,Fa,Plywood,Fa,TA,Fa,Unf,GasA,TA,N,1,0,2,Fa,6,NA,NA,0,NA,NA,2009,10,ConLD,Abnorml,42.019208,-93.623401,94.110739,94.110739,0,141.769978,0,786.88841,85,0,0.5995627649741189
90,RL,60,Pave,Reg,CollgCr,1Fam,1Story,4,5,1994,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2007,8,WD,Normal,42.021051,-93.685643,91.97397,91.97397,0,91.97397,0,749.72721,123.6,0,1.3438584851779258
91,RL,60,Pave,Reg,NAmes,1Fam,1Story,4,5,1950,TA,BrkFace,TA,NA,NA,NA,GasA,TA,Y,1,0,2,TA,4,Detchd,Unf,2,TA,TA,2006,7,WD,Normal,42.042966,-93.613556,0,96.61912,0,96.61912,39.01926,668.9016,109.9,0,1.137456023197065
92,RL,85,Pave,Reg,NAmes,1Fam,1Story,5,3,1961,TA,HdBoard,TA,TA,TA,Rec,GasA,TA,Y,1,0,2,TA,6,Attchd,Unf,2,TA,TA,2006,12,WD,Abnorml,42.042966,-93.613556,114.735205,114.735205,0,114.735205,44.59344,789.6754999999999,98.6,0,0.85937005995675
93,RL,80,Pave,IR1,Crawfor,1Fam,1Story,5,7,1921,TA,Wd Sdng,Gd,Gd,TA,ALQ,GasA,Ex,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2009,8,WD,Normal,42.025949,-93.620215,81.383028,89.558492,0,89.558492,40.134096,1241.18408,163.5,0,1.82562252164764
94,C (all),60,Pave,Reg,OldTown,2fmCon,2.5Unf,6,6,1910,TA,MetalSd,TA,TA,Fa,Rec,GasW,Ex,N,2,0,4,TA,9,Detchd,Unf,2,TA,TA,2007,11,WD,Normal,42.028863,-93.615497,112.784242,117.05778,95.782993,212.840773,47.008918,668.9016,133.9,0,0.6291087845278592
95,RL,69,Pave,IR1,CollgCr,1Fam,2Story,6,5,1997,TA,VinylSd,Gd,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2007,5,WD,Normal,42.021051,-93.685643,76.552072,84.077215,81.847543,165.924758,63.545652,867.435311,204.75,0,1.2339930608788352
96,RL,NA,Pave,IR2,Gilbert,1Fam,2Story,6,8,1993,Ex,VinylSd,Gd,Gd,Gd,ALQ,GasA,Gd,Y,2,1,3,TA,6,BuiltIn,Fin,2,TA,TA,2009,4,WD,Normal,42.027885,-93.615692,63.17404,63.17404,73.39337,136.56741,39.01926,907.197795,185,0.48,1.3546423703869028
97,RL,78,Pave,IR1,CollgCr,1Fam,1Story,7,5,1999,Gd,VinylSd,TA,Gd,TA,ALQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2006,8,WD,Normal,42.021051,-93.685643,147.529964,147.529964,0,147.529964,43.850216,953.556392,214,0,1.4505527839754642
98,RL,73,Pave,Reg,Edwards,1Fam,1Story,4,5,1965,TA,HdBoard,TA,TA,TA,Rec,GasA,TA,Y,1,0,3,TA,6,Attchd,Fin,1,TA,TA,2007,5,WD,Normal,42.0228,-93.66304,89.18688,89.18688,0,89.18688,40.134096,1014.593663,94.75,0,1.0623759907286812
99,RL,85,Pave,Reg,Edwards,1Fam,1Story,5,5,1920,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,Fa,N,1,0,2,TA,5,Basment,Unf,1,Fa,TA,2010,5,COD,Abnorml,42.0228,-93.66304,42.549574,77.574005,0,77.574005,34.002498,987.094375,83,0.4,1.0699460470037612
100,RL,77,Pave,IR1,NAmes,1Fam,1Story,4,5,1959,TA,Plywood,TA,TA,TA,ALQ,GasA,Fa,Y,1,1,3,TA,6,NA,NA,0,NA,NA,2010,1,WD,Normal,42.042966,-93.613556,88.25785,113.806175,0,113.806175,0,865.85596,128.95,0.4,1.133066812938753
101,RL,NA,Pave,IR1,NWAmes,1Fam,1Story,6,7,1977,TA,Plywood,TA,TA,TA,ALQ,GasA,Gd,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2010,2,WD,Normal,42.051321,-93.633798,149.57383,149.57383,0,149.57383,44.59344,985.050509,205,0,1.370560612107078
102,RL,77,Pave,Reg,SawyerW,1Fam,2Story,6,5,1985,Gd,HdBoard,TA,Gd,TA,Unf,GasA,TA,Y,2,1,3,Gd,7,Attchd,Fin,2,TA,TA,2010,6,WD,Normal,42.03554,-93.685131,68.841123,90.766231,70.141765,160.907996,44.221828,855.2650179999999,178,0,1.106222216576484
103,RL,64,Pave,Reg,SawyerW,Duplex,1Story,5,5,1979,TA,HdBoard,Fa,NA,NA,NA,GasA,TA,Y,2,0,4,TA,8,Attchd,Unf,2,TA,TA,2009,6,WD,Alloca,42.03554,-93.685131,0,142.60610499999999,0,142.60610499999999,38.09023,651.993254,118.964,0,0.8342139349504006
104,RL,94,Pave,IR1,CollgCr,1Fam,1Story,7,5,2009,TA,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,3,TA,TA,2010,5,WD,Normal,42.021051,-93.685643,113.899078,113.899078,0,113.899078,68.74822,966.377006,198.9,0,1.7462827925613233
105,RM,NA,Pave,Reg,IDOTRR,1Fam,1.5Fin,7,4,1931,TA,Stucco,Fa,TA,TA,LwQ,GasA,Ex,Y,1,1,4,TA,7,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.019208,-93.623401,96.61912,113.899078,54.998576,168.897654,22.29672,720.741474,169.5,0,1.0035663372802088
106,FV,75,Pave,Reg,Somerst,1Fam,2Story,8,5,2003,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,1,3,Gd,9,Attchd,RFn,2,TA,TA,2008,8,WD,Normal,42.052191,-93.643479,97.826859,97.826859,87.235917,185.06277599999999,60.201144,870.965625,250,0,1.3508929532106446
107,RM,60,Pave,Reg,OldTown,1Fam,1Story,4,7,1885,TA,VinylSd,TA,Fa,TA,Unf,GasA,Gd,Y,1,0,2,TA,6,Detchd,Unf,1,Fa,Fa,2007,8,WD,Normal,42.028863,-93.615497,59.550823,97.269441,0,97.269441,25.362519,1003.3524,100,0.45,1.028072115681224
108,RM,50,Pave,Reg,OldTown,1Fam,1Story,5,5,1948,TA,VinylSd,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,2,TA,5,Detchd,Unf,1,TA,TA,2008,4,WD,Partial,42.028863,-93.615497,73.300467,73.300467,0,73.300467,23.22575,557.418,115,0,1.568884956762963
109,RM,85,Pave,Reg,IDOTRR,1Fam,1.5Fin,5,7,1919,TA,CemntBd,TA,TA,TA,Unf,GasW,TA,N,2,0,3,Fa,7,NA,NA,0,NA,NA,2007,8,WD,Normal,42.019208,-93.623401,73.672079,92.624291,48.30956,140.933851,0,789.6754999999999,115,0,0.8159856498918773
110,RL,105,Pave,IR1,NWAmes,1Fam,1Story,6,6,1977,TA,Plywood,TA,Gd,TA,BLQ,GasA,Ex,Y,2,0,3,TA,7,Attchd,RFn,2,TA,TA,2010,1,COD,Normal,42.051321,-93.633798,171.313132,171.313132,0,171.313132,50.725038,1091.703153,190,0,1.1090801842324616
111,RL,75,Pave,Reg,Edwards,1Fam,1.5Fin,6,4,1954,TA,Wd Sdng,TA,TA,Fa,Rec,GasA,Gd,Y,2,0,4,TA,7,Attchd,Unf,1,TA,TA,2006,10,WD,Normal,42.0228,-93.66304,92.345582,112.970048,59.365017,172.335065,30.193475,884.901075,136.9,0,0.7943827334268857
112,RL,NA,Pave,IR1,Gilbert,1Fam,SLvl,7,5,2000,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,TA,7,BuiltIn,Fin,2,TA,TA,2010,4,WD,Normal,42.027885,-93.615692,35.674752,71.906922,60.944368,132.85129,37.1612,719.99825,180,0,1.3548983980509335
113,RL,77,Pave,Reg,CollgCr,1Fam,2Story,7,5,2007,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,4,Ex,10,BuiltIn,Fin,3,TA,TA,2007,10,New,Partial,42.021051,-93.685643,117.42939199999999,119.101646,131.364842,250.466488,73.579176,925.778395,383.97,0,1.533019459273929
114,RL,NA,Pave,Reg,Crawfor,1Fam,1Story,6,5,1953,TA,Wd Sdng,Gd,Gd,TA,ALQ,GasA,TA,Y,2,0,3,Gd,7,Basment,Unf,2,TA,TA,2007,10,COD,Abnorml,42.025949,-93.620215,168.061527,209.867877,0,209.867877,41.80635,1950.963,217,0,1.0339838716717948
115,RL,61,Pave,IR1,Crawfor,1Fam,2Story,6,8,1945,TA,Wd Sdng,TA,TA,TA,ALQ,GasA,Ex,Y,2,1,3,Gd,9,Detchd,Unf,1,TA,TA,2007,7,WD,Normal,42.025949,-93.620215,95.504284,133.408708,82.126252,215.53496,16.72254,674.382877,259.5,0,1.2039810154232056
116,FV,34,Pave,Reg,Somerst,TwnhsE,2Story,6,5,1999,TA,MetalSd,TA,Gd,TA,GLQ,GasA,Gd,Y,2,1,2,TA,5,Detchd,Unf,2,TA,TA,2007,6,WD,Normal,42.052191,-93.643479,67.726287,67.726287,67.726287,135.452574,40.87732,300.07669,176,0,1.2993477702387553
117,RL,NA,Pave,Reg,Sawyer,1Fam,1Story,5,5,1962,TA,Wd Sdng,TA,TA,TA,LwQ,GasA,TA,Y,1,0,3,TA,6,Attchd,Unf,1,TA,TA,2009,9,WD,Normal,42.033611,-93.669348,101.450076,101.450076,0,101.450076,26.756064,1079.161248,139,0,1.3701320440607654
118,RL,74,Pave,Reg,Edwards,1Fam,1Story,5,5,2006,TA,VinylSd,TA,Gd,TA,Unf,GasA,Gd,Y,1,1,2,TA,5,Attchd,Unf,2,TA,TA,2007,4,New,Partial,42.0228,-93.66304,104.515875,104.515875,0,104.515875,39.94829,793.020008,155,0,1.4830282959406884
119,RL,90,Pave,Reg,SawyerW,1Fam,2Story,7,5,1990,TA,Plywood,TA,Gd,TA,GLQ,GasA,Gd,Y,3,0,5,Gd,11,Attchd,Unf,3,TA,TA,2010,5,WD,Normal,42.03554,-93.685131,155.426719,157.842197,141.491269,299.333466,55.184382,1149.767528,320,0,1.0690418424513883
120,RL,65,Pave,Reg,CollgCr,1Fam,2Story,6,5,2005,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,Attchd,Fin,2,TA,TA,2006,7,New,Partial,42.021051,-93.685643,67.633384,67.633384,67.633384,135.266768,36.232169999999996,786.052283,163.99,0,1.2123450750298106
121,RL,NA,Pave,IR1,ClearCr,1Fam,SLvl,6,5,1969,TA,Plywood,TA,TA,TA,ALQ,GasA,Ex,Y,1,0,1,TA,4,Attchd,Unf,2,TA,TA,2006,10,WD,Normal,42.025425,-93.675741,87.143014,91.788164,0,91.788164,50.16762,1993.048059,180,0,1.9610371550737196
122,RM,50,Pave,Reg,IDOTRR,1Fam,1.5Fin,4,5,1939,TA,AsbShng,TA,TA,TA,Unf,GasA,Gd,Y,1,0,3,TA,4,Detchd,Unf,1,TA,TA,2007,6,WD,Normal,42.019208,-93.623401,68.004996,71.721116,32.608953,104.330069,24.526392,562.99218,100,0,0.9584964426698501
123,RL,75,Pave,Reg,NAmes,1Fam,1Story,6,7,1958,TA,MetalSd,Gd,TA,TA,BLQ,GasA,Gd,Y,1,0,3,TA,5,Attchd,Unf,1,TA,TA,2008,6,WD,Normal,42.042966,-93.613556,100.33524,100.33524,0,100.33524,26.756064,879.233992,136,0,1.355455969408156
124,RL,55,Pave,Reg,SawyerW,TwnhsE,1Story,6,5,1993,Gd,Plywood,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,5,Attchd,RFn,2,TA,TA,2008,3,WD,Normal,42.03554,-93.685131,111.390697,111.390697,0,111.390697,49.23859,733.190476,153.9,0,1.3816234581959748
125,RL,48,Pave,IR1,NWAmes,1Fam,1Story,6,5,1979,TA,HdBoard,Gd,Gd,Fa,Unf,GasA,TA,Y,2,0,3,TA,7,Attchd,Unf,2,TA,TA,2009,1,WD,Normal,42.051321,-93.633798,126.533886,147.344158,0,147.344158,40.412805,1583.345829,181,0,1.2284165348449039
126,RM,60,Pave,Reg,IDOTRR,2fmCon,1.5Fin,6,8,1935,TA,Wd Sdng,Fa,TA,TA,GLQ,GasA,Gd,N,1,0,2,TA,5,NA,NA,0,NA,NA,2006,6,WD,Normal,42.019208,-93.623401,48.30956,48.30956,0,70.048862,0,629.88234,84.5,0,1.2063008247014777
127,RL,NA,Pave,IR1,NPkVill,TwnhsE,1Story,6,5,1976,TA,Plywood,TA,Gd,TA,ALQ,GasA,TA,Y,2,0,2,TA,5,Attchd,RFn,2,TA,TA,2007,2,WD,Normal,42.050207,-93.625827,100.149434,89.001074,0,89.001074,40.87732,457.825984,128,0,1.438184892016022
128,RM,55,Pave,IR1,OldTown,1Fam,1.5Unf,5,7,1930,TA,WdShing,Gd,TA,TA,LwQ,GasA,Ex,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2007,6,WD,Normal,42.028863,-93.615497,62.430816,78.03852,0,78.03852,0,407.658364,87,0,1.1148340588724643
129,RL,69,Pave,Reg,NAmes,1Fam,2Story,6,5,1966,TA,VinylSd,TA,TA,TA,BLQ,GasA,TA,Y,1,1,3,TA,6,Attchd,RFn,2,TA,TA,2006,7,WD,Normal,42.042966,-93.613556,61.315979999999996,61.315979999999996,63.917264,125.233244,42.085059,705.13377,155,0,1.237690528882251
130,RL,69,Pave,Reg,NAmes,1Fam,1Story,5,7,1958,TA,Plywood,TA,TA,TA,Rec,GasA,TA,Y,1,1,3,Ex,6,2Types,RFn,2,TA,TA,2006,7,WD,Abnorml,42.042966,-93.613556,93.646224,97.826859,0,97.826859,69.67725,833.618619,150,0,1.5333212323621674
131,RL,88,Pave,Reg,NAmes,1Fam,2Story,7,6,1966,TA,MetalSd,TA,TA,TA,Rec,GasA,Ex,Y,2,1,4,Gd,8,Attchd,Fin,2,TA,TA,2006,5,WD,Normal,42.042966,-93.613556,85.842372,112.970048,87.421723,200.391771,45.243761,1319.2226,226,0,1.1277908213107213
132,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,6,5,2000,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,BuiltIn,RFn,2,TA,TA,2009,7,WD,Normal,42.027885,-93.615692,92.159776,94.946866,95.875896,190.822762,36.232169999999996,1135.646272,244,0,1.2786734530129062
133,RL,75,Pave,Reg,NAmes,1Fam,1Story,5,6,1959,TA,MetalSd,TA,TA,TA,Rec,GasA,Gd,Y,1,0,3,Gd,7,Detchd,Unf,2,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,98.755889,123.282281,0,123.282281,57.971472,686.367364,150.75,0,1.2228034619184245
134,RL,NA,Pave,IR1,Timber,1Fam,1Story,8,5,2001,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,6,Attchd,Fin,2,TA,TA,2009,6,WD,Normal,41.998132,-93.648335,117.708101,120.402288,0,120.402288,43.757312999999996,636.664259,220,0,1.8272078018982496
135,RL,78,Pave,IR1,Sawyer,1Fam,1Story,5,6,1968,TA,Plywood,TA,TA,TA,Rec,GasA,Gd,Y,2,1,3,TA,7,Attchd,RFn,2,TA,TA,2006,7,WD,Normal,42.033611,-93.669348,135.731283,159.886063,0,159.886063,40.87732,960.152505,180,0,1.1258016904200085
136,RL,80,Pave,Reg,NWAmes,1Fam,1Story,7,6,1970,TA,Plywood,TA,TA,TA,Unf,GasA,Gd,Y,2,0,3,TA,7,Attchd,Unf,2,TA,TA,2008,5,WD,Normal,42.051321,-93.633798,121.145512,156.262846,0,156.262846,49.23859,966.1912,174,0,1.1135084535705948
137,RL,NA,Pave,IR1,NAmes,1Fam,1Story,5,5,1967,TA,MetalSd,TA,TA,TA,BLQ,GasA,TA,Y,2,0,3,TA,5,Attchd,RFn,1,TA,TA,2007,7,WD,Normal,42.042966,-93.613556,112.784242,112.784242,0,112.784242,29.543154,962.010565,143,0,1.2679076213501528
138,RL,82,Pave,Reg,Mitchel,Duplex,1Story,7,5,1988,TA,VinylSd,TA,TA,TA,Unf,GasA,Gd,Y,3,0,5,TA,9,2Types,Unf,3,TA,TA,2006,7,WD,Family,42.031307,-93.626967,177.166021,181.996977,0,181.996977,71.163698,1028.43621,171,0,0.9395760458153105
139,RL,73,Pave,IR1,CollgCr,1Fam,2Story,8,5,1999,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,Fin,3,TA,TA,2008,12,WD,Normal,42.021051,-93.685643,93.274612,93.274612,78.781744,172.056356,61.315979999999996,842.258598,230,0,1.3367713076522438
140,RL,65,Pave,IR1,CollgCr,1Fam,2Story,6,5,1997,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,7,Attchd,RFn,2,TA,TA,2009,8,WD,Normal,42.021051,-93.685643,86.213984,86.213984,77.666908,163.880892,43.66441,1433.121678,231.5,0,1.412611300651207
141,RL,70,Pave,Reg,NAmes,1Fam,1Story,4,5,1971,TA,HdBoard,TA,TA,TA,ALQ,GasA,TA,Y,1,0,3,TA,5,NA,NA,0,NA,NA,2010,4,ConLI,Normal,42.042966,-93.613556,80.268192,80.268192,0,80.268192,0,975.4815,115,0,1.4326970264884002
142,RL,78,Pave,Reg,CollgCr,1Fam,1Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,7,Attchd,Fin,2,TA,TA,2006,1,WD,Normal,42.021051,-93.685643,161.093802,161.093802,0,161.093802,61.315979999999996,1081.855435,260,0,1.6139665013306967
143,RL,71,Pave,Reg,NAmes,1Fam,1.5Fin,5,4,1952,TA,BrkFace,Fa,TA,TA,Rec,GasA,Fa,Y,2,0,4,TA,6,Detchd,Unf,2,TA,TA,2010,6,WD,Normal,42.042966,-93.613556,84.54173,84.54173,44.128925,128.670655,66.89016,791.53356,166,0,1.2901154501778203
144,RL,78,Pave,IR1,CollgCr,1Fam,1Story,7,5,1999,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,0,3,Gd,6,Attchd,RFn,2,TA,TA,2009,6,WD,Normal,42.021051,-93.685643,138.42547,139.447403,0,139.447403,53.605031,960.152505,204,0,1.462917168848243
145,RM,70,Pave,Reg,Sawyer,Duplex,1Story,5,5,1963,TA,HdBoard,TA,TA,TA,Rec,GasA,TA,Y,2,0,6,TA,10,Detchd,Unf,2,TA,TA,2006,11,ConLI,Abnorml,42.033611,-93.669348,160.536384,160.536384,0,160.536384,46.823112,845.4173,125,0,0.7786396883089132
146,RM,24,Pave,Reg,Edwards,Twnhs,2Story,6,5,2004,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,0,3,Gd,7,Detchd,Unf,2,TA,TA,2006,4,WD,Normal,42.0228,-93.66304,90.11591,90.11591,68.655317,158.771227,35.30314,234.301366,130,0,0.8187881548588145
147,RM,51,Pave,Reg,BrkSide,1Fam,1Story,5,7,1931,TA,Wd Sdng,TA,TA,TA,BLQ,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,1,Fa,TA,2009,11,WD,Normal,42.03359,-93.627552,66.425645,81.290125,0,81.290125,16.72254,568.56636,105,0,1.2916698061418899
148,RL,NA,Pave,IR1,Gilbert,1Fam,2Story,7,5,2001,Gd,VinylSd,TA,Gd,TA,Unf,GasA,Ex,Y,2,1,3,Gd,8,BuiltIn,Fin,2,TA,TA,2010,5,WD,Normal,42.027885,-93.615692,82.126252,82.126252,106.931353,189.057605,40.319902,883.043015,222.5,0,1.176889974883581
149,RL,63,Pave,Reg,SawyerW,1Fam,1Story,7,5,2004,TA,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,1,0,3,Gd,6,NA,NA,0,NA,NA,2008,4,WD,Normal,42.03554,-93.685131,100.33524,100.33524,0,100.33524,0,696.7725,141,0,1.4052889094599266
150,RM,NA,Pave,Reg,BrkSide,1Fam,1.5Fin,5,4,1936,TA,MetalSd,TA,Gd,TA,Unf,GasA,Gd,Y,1,0,3,TA,7,Detchd,Unf,1,Fa,TA,2006,4,WD,Normal,42.03359,-93.627552,83.241088,83.241088,41.620544,124.861632,22.29672,579.7147199999999,115,0,0.9210195170282574
151,RL,120,Pave,Reg,CollgCr,1Fam,1Story,5,6,1975,TA,HdBoard,TA,TA,TA,BLQ,GasA,TA,Y,1,1,3,TA,5,Attchd,Unf,2,TA,TA,2007,1,WD,Normal,42.021051,-93.685643,90.02300699999999,90.02300699999999,0,90.02300699999999,40.87732,962.103468,122,0,1.3552091189311195
152,RL,107,Pave,Reg,NridgHt,1Fam,1Story,8,5,2007,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,0,2,Gd,6,Attchd,RFn,3,TA,TA,2008,1,New,Partial,42.060356,-93.657107,158.86413,158.86413,0,158.86413,80.453998,1290.515573,372.402,0,2.3441540894096105
153,RL,NA,Pave,IR1,NWAmes,1Fam,2Story,6,5,1971,TA,HdBoard,TA,TA,TA,Rec,GasA,Gd,Y,2,1,4,TA,8,Attchd,RFn,2,TA,TA,2006,6,WD,Normal,42.051321,-93.633798,76.644975,101.914591,83.241088,185.155679,45.986985,1375.243109,190,0,1.0261635021197486
154,RL,NA,Pave,Reg,ClearCr,1Fam,1Story,6,7,1960,TA,BrkFace,TA,Gd,TA,BLQ,GasA,Gd,Y,1,0,1,TA,4,Attchd,RFn,2,TA,TA,2008,3,WD,Normal,42.025425,-93.675741,148.830606,116.314556,0,116.314556,52.397292,1254.1905,235,0,2.020383416156444
155,RM,84,Pave,Reg,OldTown,1Fam,1Story,6,5,1923,TA,Wd Sdng,TA,TA,TA,Unf,GasA,TA,Y,1,0,4,TA,7,Detchd,Unf,1,Fa,Fa,2006,3,WD,Family,42.028863,-93.615497,111.4836,111.4836,0,111.4836,28.985736,1053.52002,125,0,1.121241151164835
156,RL,60,Pave,Reg,Edwards,1Fam,1.5Fin,6,5,1924,TA,Wd Sdng,TA,TA,TA,Unf,Grav,Fa,N,1,0,2,TA,5,NA,NA,0,NA,NA,2008,4,WD,Normal,42.0228,-93.66304,53.140516,53.140516,48.681172,101.821688,0,891.8688,79,0,0.7758661396381487
157,RL,60,Pave,Reg,NAmes,1Fam,1Story,5,7,1950,TA,Wd Sdng,TA,NA,NA,NA,GasA,TA,Y,1,0,2,TA,5,Detchd,Unf,2,TA,TA,2006,6,WD,Normal,42.042966,-93.613556,0,96.61912,0,96.61912,58.064375,668.9016,109.5,0,1.133316055869687
158,RL,92,Pave,Reg,Timber,1Fam,2Story,8,5,2009,Gd,VinylSd,TA,Ex,TA,Unf,GasA,Ex,Y,2,1,4,Ex,8,BuiltIn,Fin,3,TA,TA,2010,5,New,Partial,41.998132,-93.648335,71.906922,71.906922,110.926182,182.833104,63.17404,1115.114709,269.5,0,1.4740219036045026
159,FV,100,Pave,Reg,Somerst,1Fam,2Story,7,5,2004,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,3,Gd,8,Attchd,RFn,2,TA,TA,2010,5,WD,Normal,42.052191,-93.643479,92.066873,92.066873,88.815268,180.882141,62.988234,1166.118456,254.9,0,1.4092049032082168
160,RL,134,Pave,IR1,Gilbert,1Fam,2Story,7,5,2005,Gd,VinylSd,TA,Gd,TA,GLQ,GasA,Ex,Y,2,1,4,Gd,9,Attchd,RFn,2,TA,TA,2006,3,New,Partial,42.027885,-93.615692,129.320976,129.320976,99.40621,228.727186,53.512128,1800.274334,320,0,1.399046635409575
161,RL,NA,Pave,IR1,Veenker,1Fam,1Story,6,6,1984,TA,Plywood,TA,Gd,TA,BLQ,GasA,TA,Y,2,0,3,TA,6,Attchd,Unf,2,TA,TA,2008,6,WD,Normal,42.040106,-93.657032,114.456496,114.456496,0,114.456496,47.937948,1033.08136,162.5,0,1.4197534056957326
162,RL,110,Pave,IR1,NridgHt,1Fam,2Story,9,5,2003,Gd,VinylSd,TA,Ex,TA,GLQ,GasA,Ex,Y,2,1,3,Ex,10,BuiltIn,Fin,3,TA,TA,2008,3,WD,Normal,42.060356,-93.657107,146.043516,146.043516,101.821688,247.865204,67.447578,1271.656264,412.5,0,1.664211003977791
